1.40	206	R	NOUN	NOUN		R	punct	205
1.40	207	percipitur	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	percipio	ROOT	207
1.40	208	ex	ADP	ADP		ex	case	209
1.40	209	precipitur	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	precipio	conj	207
1.40	210	C	CCONJ	NOUN		C	cc	211
1.40	211	scolis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	scola	conj	209
1.40	212	OACv	ADV	adverb		OACv	advmod	207
1.40	213	sc.olis	PUNCT	noun		sc.olis	dep	207
1.40	214	V	NUM	number		V	obl	207
1.40	215	11	NUM	number		11	nummod	214
1.40	216	expectatio	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	expectatio	nsubj	234
1.40	217	in	ADP	ADP		in	case	218
1.40	218	mg	NOUN	noun		mg	obl	216
1.40	219	.	PUNCT	punc		.	punct	218
1.40	220	0	NUM	number		0	nummod	218
1.40	221	12	NUM	number		12	nummod	218
1.40	222	et	CCONJ	conjunction		et	cc	228
1.40	223	tamquam	SCONJ	adverb		tamquam	mark	228
1.40	224	enim	PART	conjunction		enim	discourse	228
1.40	225	R	NOUN	NOUN		R	nummod	228
1.40	226	13	NUM	number		13	nummod	225
1.40	227	cali­	NOUN	noun	Case=Dat|Gender=Neut|Number=Sing	cali­	nmod	225
1.40	228	diores	NOUN	noun	Case=Nom|Gender=Masc|Number=Plur	dior	conj	216
1.40	229	(	PUNCT	punc		(	punct	231
1.40	230	&	PUNCT	punc		&	cc	231
1.40	231	spp.6zspoi	NUM	noun		spp.6zspoi	conj	228
1.40	232	)	PUNCT	punc		)	punct	231
1.40	233	OV	ADV	preposition		OV	advmod	234
1.40	234	callidiores	ADJ	adjective	Case=Nom|Gender=Masc|Number=Plur	callidior	conj	207
1.40	235	RA	NOUN	adverb		RA	advmod	234
1.40	236	,	PUNCT	punc		,	punct	237
1.40	237	Cp.c	NOUN	noun		Cp.c	advcl:cmp	234
1.40	238	.	PUNCT	punc		.	punct	237
1.40	239	,v	PUNCT	punc		,v	obl	245
1.40	240	17	NUM	number		17	punct	239
1.40	241	pietatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	pietas	advmod	245
1.40	242	que	ADV	adverb		que	advmod	245
1.40	243	A	NOUN	ADP		Ab	advmod	245
1.40	244	con­	ADP	ADP		con­	cc	245
1.40	245	dempnent	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	dempnent	conj	234
1.40	246	Cp.c	NOUN	noun		Cp.c	obl	245
1.40	247	.	PUNCT	punc		.	punct	234
1.40	248	docentes	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	doceo	ROOT	248
1.40	249	OACv	ADV	adverb		OACv	obl	248
1.40	250	18	NUM	number		18	fixed	249
1.40	251	rationem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	ratio	obj	248
1.40	252	0	NUM	number		0	dep	251
1.40	253	19	NUM	number		19	nummod	252
1.40	254	dogmata	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	dogma	obl	248
1.40	255	*	PUNCT	punc		*	punct	257
1.40	256	(	PUNCT	punc		(	punct	257
1.40	257	m	NOUN	NOUN		m	dep	248
1.40	258	eras	NOUN	verb		sum	nmod	257
1.40	259	.	PUNCT	punc		.	punct	258
1.40	260	)	PUNCT	punc		)	punct	261
1.40	261	0	NUM	number		0	ROOT	261
1.40	262	20	NUM	number		20	nummod	261
1.40	263	pr	NOUN	noun		pr	nummod	261
1.40	264	.	PUNCT	punc		.	punct	263
1.40	265	quae	PRON	pronoun	Case=Acc|Gender=Neut|Number=Plur	quae	ROOT	265
1.40	266	]	PUNCT	punc		]	punct	265
1.40	267	q	NOUN	NOUN		q	punct	265
1.40	268	;	PUNCT	punc		;	punct	267
1.40	269	(	PUNCT	punc		(	punct	270
1.40	270	s.	PUNCT	punc		s.	punct	268
1.40	271	l.	PUNCT	punc		l.	punct	270
1.40	272	ue	ADV	number		ue	case	270
1.40	273	)	PUNCT	punc		)	punct	272
1.40	274	C	NOUN	NOUN		C	cop	268
1.40	275	21	NUM	number		21	nummod	274
1.40	276	probabili	ADJ	adjective	Case=Abl|Gender=Neut|Number=Sing	probabilis	orphan	265
1.40	277	(	PUNCT	punc		(	punct	278
1.40	278	b	NOUN	NOUN		b	parataxis	265
1.40	279	pr	NOUN	noun		pr	nmod	278
1.40	280	.	PUNCT	punc		.	punct	279
1.40	281	ex	ADP	ADP		ex	case	282
1.40	282	p	NOUN	proper_noun		p	obl	290
1.40	283	)	PUNCT	punc		)	punct	282
1.40	284	C	NOUN	NOUN		C	case	282
1.40	285	23	NUM	number		23	nummod	284
1.40	286	hec	DET	adjective	Case=Acc|Gender=Neut|Number=Plur	hic	nsubj	289
1.40	287	tamen	ADV	adverb		tamen	advmod	289
1.40	288	religiose	ADJ	adjective	Case=Voc|Gender=Masc|Number=Sing	religiosus	nsubj	289
1.40	289	pati	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Pass	patior	ccomp	290
1.40	290	uid	NOUN	verb		uis	ROOT	290
1.40	291	.	PUNCT	punc		.	punct	290
1.40	292	v	NUM	number		u	ROOT	292
1.40	293	relegiose	ADJ	adverb	Case=Voc|Gender=Masc|Number=Sing	relegiose	amod	292
1.40	294	OCa.c	NOUN	punc		OCa.c	punct	292
1.40	295	.	PUNCT	punc		.	punct	294
1.40	296	et	CCONJ	conjunction		et	cc	298
1.40	297	habere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	habeo	xcomp	298
1.40	298	uidentur	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	uideo	ROOT	298
1.40	299	et	CCONJ	conjunction		et	cc	300
1.40	300	habere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	habeo	conj	297
1.40	301	zelum	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	zelus	obj	300
1.40	302	dei	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	deus	nmod	301
1.40	303	A	ADP	preposition		Ab	case	304
1.40	304	XXXXVI	NUM	number		XXXXVI	obl	300
1.40	305	.	PUNCT	punc		.	punct	298
1.40	306	Rufini	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	Rufinus	nmod	307
1.40	307	pars	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	pars	nsubj	311
1.40	308	1	NUM	number		1	nummod	307
1.40	309	.	PUNCT	punc		.	punct	308
1.40	310	3	NUM	number		3	nummod	307
1.40	311	debere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	debeo	ROOT	311
1.40	312	uehementius	ADV	adverb		uehementior	advmod	311
1.40	313	condemnari	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Pass	condemno	xcomp	311
1.40	314	utpote	SCONJ	adverb		utpote	advmod	313
1.40	315	nec	CCONJ	conjunction		neque	cc	317
1.40	316	multa	DET	adjective	Case=Acc|Gender=Neut|Number=Plur	multus	obj	317
1.40	317	uapulaturi	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	uapulaturi	conj	311
1.40	318	tamquam	SCONJ	adverb		tamquam	mark	319
1.40	319	ignorantes	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	ignoro	advcl	317
1.40	320	domini	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	dominus	nmod	321
1.40	321	uoluntatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	uoluntas	obj	319
1.40	322	et	CCONJ	conjunction		et	cc	325
1.40	323	idcirco	ADV	adverb		idcirco	advmod	325
1.40	324	non	PART	particle		non	advmod:neg	325
1.40	325	facien­	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	facien­	conj	311
1.40	326	tes	VERB	verb	Mood=Sub|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	tes	ccomp	325
1.40	327	eam	PRON	pronoun	Case=Acc|Gender=Fem|Number=Sing|Person=3	is	obj	326
1.40	328	,	PUNCT	punc		,	punct	335
1.40	329	aut	CCONJ	conjunction		aut	cc	335
1.40	330	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Plur	qui	nsubj	335
1.40	331	fortassis	ADV	adverb		fortasse	advmod	335
1.40	332	etiam	ADV	conjunction		etiam	advmod:emph	335
1.40	333	corrigi	VERB	verb	Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Pass	corrigo	xcomp	335
1.40	334	aliquando	ADV	adverb		aliquando	advmod	333
1.40	335	poterunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	possum	conj	311
1.40	336	et	CCONJ	conjunction		et	cc	337
1.40	337	emendari	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Pass	emendo	xcomp	335
1.40	338	,	PUNCT	punc		,	punct	344
1.40	339	quoniam	SCONJ	conjunction		quoniam	mark	344
1.40	340	religiosa	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	religiosus	amod	341
1.40	341	mens	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	mens	nsubj:pass	344
1.40	342	quam	ADV	conjunction		quam	advmod	343
1.40	343	cito	ADV	adverb		cito	advmod	344
1.40	344	offenditur	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	offendo	advcl	335
1.40	345	tam	ADV	adverb		tam	advmod:emph	346
1.40	346	prompte	ADV	adverb		promo	advmod	344
1.40	347	et	CCONJ	conjunction		et	cc	349
1.40	348	facile	ADV	adverb		facile	advmod	349
1.40	349	curatur	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	curo	conj	346
1.40	350	.	PUNCT	punc		.	punct	311
1.40	351	si	SCONJ	conjunction		si	mark	362
1.40	352	quis	PRON	pronoun	Case=Nom|Gender=Masc|Number=Sing	quis	det	356
1.40	353	forte	ADV	adverb		forte	advmod	362
1.40	354	ei(s	PUNCT	punc		ei(s	nmod	356
1.40	355	)	PUNCT	punc		)	punct	354
1.40	356	sermo	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	sermo	nsubj	362
1.40	357	apte	ADV	adverb		apte	advmod	360
1.40	358	et	CCONJ	conjunction		et	cc	359
1.40	359	conpetenter	ADV	adverb		conpetenter	conj	357
1.40	360	adhibitus	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	adhibeo	xcomp	362
1.40	361	cor	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	cor	obj	362
1.40	362	pulsauerit	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	pulso	advcl	382
1.40	363	,	PUNCT	punc		,	punct	364
1.40	364	continuo	ADV	adverb		continuo	advmod	382
1.40	365	sicut	SCONJ	conjunction		sicut	mark	367
1.40	366	ignifer	ADJ	noun	Case=Nom|Gender=Masc|Number=Sing	ignifer	amod	367
1.40	367	lapis	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	lapis	nsubj	382
1.40	368	pulsatus	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Pass	pulso	acl	367
1.40	369	a	ADP	preposition		ab	case	370
1.40	370	simili	ADJ	adjective	Case=Abl|Gender=Neut|Number=Sing	similis	orphan	367
1.40	371	ex	ADP	preposition		ex	case	372
1.40	372	ea	PRON	pronoun	Case=Abl|Gender=Fem|Number=Sing|Person=3	is	obl	382
1.40	373	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	qui	nsubj	376
1.40	374	sibi	PRON	pronoun	Case=Dat|Person=3	sui	obl:arg	376
1.40	375	naturaliter	ADV	adverb		naturaliter	advmod	376
1.40	376	inest	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	insum	acl:relcl	372
1.40	377	lucis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	lux	nmod	378
1.40	378	scintilla	VERB	adjective	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	scintilla	acl	372
1.40	379	lampadas	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	lampas	obj	382
1.40	380	confestim	ADV	adverb		confestim	advmod	382
1.40	381	ueritatis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	ueritas	nmod	382
1.40	382	accendit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	accendo	ROOT	382
1.40	383	.	PUNCT	punc		.	punct	382
1.41	0	41	NUM	number		41	ROOT	0
1.41	1	.	PUNCT	punc		.	punct	0
1.41	2	De	ADP	preposition		de	case	3
1.41	3	illis	DET	adjective	Case=Abl|Gender=Neut|Number=Plur	ille	obl	6
1.41	4	uero	ADV	adverb		uero	discourse	6
1.41	5	quid	PRON	pronoun	Case=Acc|Gender=Neut|Number=Sing	quis	obj	6
1.41	6	dicamus	VERB	verb	Mood=Sub|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	dico	ROOT	6
1.41	7	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Plur	qui	nsubj	22
1.41	8	,	PUNCT	punc		,	punct	7
1.41	9	dum	SCONJ	conjunction		dum	mark	12
1.41	10	iactantiae	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	iactantia	nmod	11
1.41	11	gloriam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	gloria	obj	12
1.41	12	quaerunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	quaero	advcl	22
1.41	13	et	CCONJ	conjunction		et	cc	16
1.41	14	praeesse	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	praesum	xcomp	16
1.41	15	populis	NOUN	noun	Case=Dat|Gender=Masc|Number=Plur	populus	obl:arg	14
1.41	16	delectantur	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	delecto	conj	12
1.41	17	,	PUNCT	punc		,	punct	12
1.41	18	iniquitatem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	iniquitas	obj	22
1.41	19	in	ADP	preposition		in	case	20
1.41	20	ex-	ADP	noun		ex-	obl	21
1.41	21	celsum	ADJ	adjective	Case=Acc|Gender=Neut|Number=Sing	celsus	obl	22
1.41	22	loquuntur	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	loquor	acl:relcl	5
1.41	23	,	PUNCT	punc		,	punct	35
1.41	24	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Plur	qui	nsubj	35
1.41	25	uelut	SCONJ	adverb		uelut	mark	26
1.41	26	Iannes	NOUN	noun	Case=Nom|Gender=Masc|Number=Plur	Iannis	obj	35
1.41	27	quidam	DET	adjective	Case=Nom|Gender=Masc|Number=Plur	quidam	det	26
1.41	28	et	CCONJ	conjunction		et	cc	29
1.41	29	Mambres	NOUN	noun	Case=Nom|Gender=Masc|Number=Plur	Mambris	conj	26
1.41	30	non	PART	particle		non	advmod:neg	31
1.41	31	tam	ADV	adverb		tam	advmod:emph	32
1.41	32	Moysi	PROPN	proper_noun	Case=Dat|Gender=Masc|Number=Sing	Moyses	obl:arg	35
1.41	33	quam	SCONJ	conjunction		quam	mark	34
1.41	34	ueritati	NOUN	noun	Case=Dat|Gender=Fem|Number=Sing	ueritas	advcl:cmp	32
1.41	35	resistunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	resisto	acl:relcl	15
1.41	36	et	CCONJ	conjunction		et	cc	38
1.41	37	aduersum	ADP	preposition		aduersus	case	38
1.41	38	sanam	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	sanus	conj	35
1.41	39	doctri-	NUM	noun		doctri-	orphan	38
1.41	40	2	NUM	number		2	obl	42
1.41	41	nam	PART	particle		nam	discourse	42
1.41	42	commouent	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	commoueo	conj	35
1.41	43	arma	NOUN	noun	Case=Nom|Gender=Neut|Number=Plur	arma	nsubj	42
1.41	44	uerborum	NOUN	noun	Case=Gen|Gender=Neut|Number=Plur	uerbum	nmod	43
1.41	45	?	PUNCT	punc		?	punct	6
1.41	46	tertium	ADJ	adjective	Case=Nom|Gender=Neut|Number=Sing	tertium	amod	48
1.41	47	quoque	ADV	adverb		quoque	discourse	51
1.41	48	genus	NOUN	noun	Case=Nom|Gender=Neut|Number=Sing	genus	nsubj	51
1.41	49	est	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	cop	51
1.41	50	ex	ADP	preposition		ex	case	51
1.41	51	inperitia	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	imperitia	ROOT	51
1.41	52	contra	ADP	adverb		contra	advmod	53
1.41	53	dicentium	VERB	verb	Case=Gen|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	dico	nmod	51
1.41	54	,	PUNCT	punc		,	punct	61
1.41	55	quam	PRON	conjunction	Case=Acc|Gender=Fem|Number=Sing	quam	det	57
1.41	56	utique	ADV	adverb		utique	advmod	61
1.41	57	inperitiam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	imperitia	obj	61
1.41	58	conse­	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	conse­	xcomp	61
1.41	59	quenter	ADV	adverb		quenter	advmod	61
1.41	60	insolentia	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	insolentia	nsubj	61
1.41	61	comitatur	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	comitor	acl:relcl	51
1.41	62	;	PUNCT	punc		;	punct	51
1.41	63	et	CCONJ	conjunction		et	cc	65
1.41	64	omni	DET	adjective	Case=Abl|Gender=Neut|Number=Sing	omnis	det	65
1.41	65	uerbo	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	uerbum	obl	77
1.41	66	,	PUNCT	punc		,	punct	65
1.41	67	nisi	SCONJ	conjunction		nisi	mark	77
1.41	68	si	SCONJ	conjunction		si	mark	72
1.41	69	quod	PRON	pronoun	Case=Acc|Gender=Neut|Number=Sing	qui	obj	72
1.41	70	forte	ADV	adverb		forte	advmod	72
1.41	71	ipsi	DET	determiner	Case=Nom|Gender=Masc|Number=Plur	ipse	nsubj	72
1.41	72	protulerint	VERB	verb	Mood=Sub|Number=Plur|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	protulerint	advcl	77
1.41	73	,	PUNCT	punc		,	punct	72
1.41	74	hostiliter	ADV	adverb		hostiliter	advmod	77
1.41	75	et	CCONJ	conjunction		et	cc	76
1.41	76	insolenter	ADV	adverb		insolenter	conj	74
1.41	77	occurrunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	occurro	ROOT	77
1.41	78	.	PUNCT	punc		.	punct	77
1.41	79	a	ADP	preposition		a	case	80
1.41	80	quibus	PRON	pronoun	Case=Abl|Gender=Masc|Number=Plur	qui	obl:arg	89
1.41	81	secundum	ADP	preposition		secundum	case	83
1.41	82	domini	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	dominus	nmod	83
1.41	83	dictum	NOUN	verb	Case=Nom|Gender=Neut|Number=Sing	dico	obl	89
1.41	84	porcorum	NOUN	noun	Case=Gen|Gender=Masc|Number=Plur	porcus	nmod	83
1.41	85	more	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	mos	obl	83
1.41	86	ueritatis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	ueritas	nmod	87
1.41	87	margaritae	NOUN	noun	Case=Nom|Gender=Fem|Number=Plur	margarita	nsubj:pass	89
1.41	88	pedibus	NOUN	noun	Case=Abl|Gender=Masc|Number=Plur	pes	obl	89
1.41	89	conculcantur	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	conculco	ROOT	89
1.41	90	.	PUNCT	punc		.	punct	89
1.42	0	42	NUM	number		42	ROOT	0
1.42	1	.	PUNCT	punc		.	punct	0
1.42	2	Alii	DET	adjective	Case=Nom|Gender=Masc|Number=Plur	alium	nsubj	4
1.42	3	quoque	ADV	adverb		quoque	discourse	2
1.42	4	sunt	AUX	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	sum	ROOT	4
1.42	5	qui	PRON	pronoun	Case=Nom|Gender=Masc|Number=Plur	qui	nsubj	12
1.42	6	nullam	DET	adjective	Case=Acc|Gender=Fem|Number=Sing	nullus	det	11
1.42	7	quidem	PART	particle		quidem	discourse	12
1.42	8	ex	ADP	preposition		ex	case	10
1.42	9	proprio	ADJ	adjective	Case=Abl|Gender=Masc|Number=Sing	proprius	amod	10
1.42	10	sensu	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	sensus	obl	12
1.42	11	opinionem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	opinio	obj	12
1.42	12	deferunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	defero	acl:relcl	2
1.42	13	neque	ADV	conjunction		neque	cc	19
1.42	14	aliquam	DET	adjective	Case=Acc|Gender=Fem|Number=Sing	aliqui	det	15
1.42	15	formam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	forma	obj	19
1.42	16	de	ADP	preposition		de	case	17
1.42	17	fide	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	fides	nmod	15
1.42	18	dei	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	deus	nmod	17
1.42	19	obtinent	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	obtineo	conj	12
1.42	20	uel	CCONJ	conjunction		uel	cc	21
1.42	21	bonam	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	bonus	amod	15
1.42	22	uel	CCONJ	conjunction		uel	cc	23
1.42	23	malam	ADJ	adjective	Case=Acc|Gender=Fem|Number=Sing	malus	conj	21
1.42	24	,	PUNCT	punc		,	punct	28
1.42	25	sed	CCONJ	conjunction		sed	cc	28
1.42	26	omnibus	DET	adjective	Case=Dat|Gender=Masc|Number=Plur	omnis	obl:arg	28
1.42	27	se	PRON	pronoun	Case=Acc|Person=3	sui	obj	28
1.42	28	tradunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	trado	conj	12
1.42	29	magistris	NOUN	noun	Case=Dat|Gender=Masc|Number=Plur	magister	obl:arg	28
1.42	30	atque	CCONJ	conjunction		atque	cc	32
1.42	31	omnem	DET	adjective	Case=Acc|Gender=Masc|Number=Sing	omnis	det	33
1.42	32	suscipiunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	suscipio	conj	28
1.42	33	sermonem	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	sermo	obj	32
1.42	34	uelut	ADV	adverb		uelut	mark	36
1.42	35	quod	PRON	pronoun	Case=Nom|Gender=Neut|Number=Sing	qui	nsubj	36
1.42	36	melius	ADJ	adjective	Case=Nom|Gender=Neut|Number=Sing	melior	advcl	32
1.42	37	est	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	sum	cop	36
1.42	38	et	CCONJ	conjunction		et	cc	39
1.42	39	rectius	ADV	adverb		recte	conj	36
1.42	40	ex	ADP	ADP		ex	case	41
1.42	41	omnibus	DET	adjective	Case=Abl|Gender=Masc|Number=Plur	omnis	obl	42
1.42	42	electuri	NOUN	noun	Case=Abl|Gender=Masc|Number=Plur	electurus	advcl	36
1.42	43	,	PUNCT	punc		,	punct	44
1.42	44	ignorantes	VERB	verb	Case=Nom|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	ignoro	advcl	32
1.42	45	quia	SCONJ	conjunction		quia	mark	51
1.42	46	non	PART	particle		non	advmod:neg	47
1.42	47	bonos	ADJ	adjective	Case=Acc|Gender=Masc|Number=Plur	bonus	obj	51
1.42	48	de	ADP	ADP		de	case	49
1.42	49	ueritate	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	ueritas	obl	51
1.42	50	iudices	NOUN	noun	Case=Acc|Gender=Masc|Number=Plur	iudex	obj	51
1.42	51	elegerunt	VERB	verb	Mood=Ind|Number=Plur|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	eligo	ccomp	44
1.42	52	,	PUNCT	punc		,	punct	53
1.42	53	semet	ADV	verb		semet	conj	51
1.42	54	ipsos	DET	determiner	Case=Acc|Gender=Masc|Number=Plur	ipse	obj	53
1.42	55	uidelicet	ADV	conjunction		uidelicet	cc	53
1.42	56	,	PUNCT	punc		,	punct	58
1.42	57	et	CCONJ	conjunction		et	cc	58
1.42	58	iudicare	VERB	verb	Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Inf|Voice=Act	iudico	conj	53
1.42	59	1	NUM	number		1	nummod	60
1.42	60	cf	NOUN	noun		cf	conj	51
1.42	61	.	PUNCT	punc		.	punct	60
1.42	62	Luc	PROPN	proper_noun		Lucas	ROOT	62
1.42	63	.	PUNCT	punc		.	punct	62
1.42	64	12	NUM	number		12	nummod	62
1.42	65	,	PUNCT	punc		,	punct	66
1.42	66	47	NUM	number		47	conj	62
1.42	67	10	NUM	number		10	obl	68
1.42	68	cf	NOUN	noun		cf	conj	62
1.42	69	.	PUNCT	punc		.	punct	68
1.42	70	Ps	NOUN	adverb		Ps	ROOT	70
1.42	71	.	PUNCT	punc		.	punct	70
1.42	72	72	NUM	number		72	nummod	70
1.42	73	,	PUNCT	punc		,	punct	74
1.42	74	8	NUM	number		8	conj	70
1.42	75	11	NUM	number		11	nummod	70
1.42	76	cf	NOUN	noun		cf	conj	70
1.42	77	.	PUNCT	punc		.	punct	76
1.42	78	II	NUM	number		II	nummod	79
1.42	79	Tim	PROPN	proper_noun		Timotheus	obl	76
1.42	80	.	PUNCT	punc		.	punct	79
1.42	81	3	NUM	number		3	nummod	79
1.42	82	,	PUNCT	punc		,	punct	83
1.42	83	8	NUM	number		8	conj	79
1.42	84	17	NUM	number		17	nummod	79
1.42	85	cf	NOUN	noun		cf	conj	70
1.42	86	.	PUNCT	punc		.	punct	85
1.42	87	Matth	PROPN	proper_noun		Matthaeus	obl	93
1.42	88	.	PUNCT	punc		.	punct	87
1.42	89	7	NUM	number		7	nummod	87
1.42	90	,	PUNCT	punc		,	punct	91
1.42	91	6	NUM	number		6	conj	87
1.42	92	1	NUM	number		1	obl	93
1.42	93	condempnari	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Pass	condempnari	ROOT	93
1.42	94	Op.c	PUNCT	noun		Op.c	nmod	93
1.42	95	.	PUNCT	punc		.	punct	93
1.42	96	utpute	SCONJ	adverb		utpute	ROOT	96
1.42	97	Ca.c	NOUN	proper_noun		Ca.c	punct	96
1.42	98	.	PUNCT	punc		.	punct	97
1.42	99	ne	ADV	adverb		ne	advmod	100
1.42	100	V	NUM	number		V	obl	101
1.42	101	uapulari	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Pass	uapulo	xcomp	107
1.42	102	A	ADP	ADP		A	case	104
